,0,1,2,3,4,5,6,7,8,9
0,70.0,80.0,70.0,70.0,70.0,70.0,70.0,80.0,60.0,60.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,80.0,70.0,70.0,70.0,70.0,60.0,50.0,70.0,70.0,70.0
3,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,60.0,70.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,80.0,80.0,100.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0
6,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,90.0,50.0,10.0,0.0,0.0,80.0,30.0
