,run,generation,mean_fitness,max_fitness,standard_deviation,mean_player_life,mean_enemy_life,mean_beat,max_beat
0,0,0,4.3224981484843,61.96305052310571,16.248257834370413,0.4710000000000036,89.25,0.08,2.0
1,0,1,12.083402601679598,61.96305052310571,18.591460822046358,1.3370000000000073,80.75,0.18,2.0
2,0,2,20.257533147137675,67.76894650382889,17.875680959287774,2.4230000000000125,71.75,0.28,2.0
3,0,3,24.23817939068621,68.81411533322142,17.711051606936646,3.180000000000015,67.45,0.36,3.0
4,0,4,32.073005986017634,68.81411533322142,16.888464754820742,5.542000000000017,58.85,0.54,3.0
5,0,5,38.01521931677894,68.81411533322142,14.83171064548698,7.780000000000021,52.5,0.72,3.0
6,0,6,40.116038678546886,68.81411533322142,14.824110055761249,8.926000000000023,50.3,0.84,3.0
7,0,7,41.584085294012496,68.81411533322142,14.368887267501188,9.235000000000028,48.7,0.9,3.0
8,0,8,43.0331133576048,68.81411533322142,14.449526516482697,10.280000000000028,47.25,0.92,3.0
9,0,9,43.33519937064622,68.81411533322142,14.379224476468522,10.691000000000024,46.95,0.96,3.0
10,0,10,43.97075615885989,68.81411533322142,13.143986283080102,10.792000000000025,46.25,0.94,3.0
11,0,11,45.30249795708808,68.81411533322142,12.825106104997989,11.13600000000003,44.8,0.98,3.0
12,0,12,45.248207730556445,69.81486802283483,13.292430095019414,10.933000000000028,44.85,0.98,3.0
13,0,13,46.127093750492584,69.81486802283483,12.955194143122851,10.911000000000028,43.85,1.0,3.0
14,0,14,45.54226188582438,69.81486802283483,13.468069128047814,10.786000000000032,44.5,1.0,3.0
15,0,15,45.65816368054675,69.81486802283483,13.789981450784115,10.566000000000036,44.35,1.02,3.0
16,0,16,46.356442679166975,69.81486802283483,14.139376621775968,10.910000000000036,43.6,1.06,3.0
17,0,17,45.506220678324745,69.81486802283483,14.319162085119212,11.667000000000039,44.65,1.08,3.0
18,0,18,47.195138358680225,69.81486802283483,13.624804946693976,12.355000000000043,42.85,1.18,3.0
19,0,19,47.99504060882467,69.81486802283483,13.570994095046055,12.401000000000042,41.95,1.2,3.0
20,0,20,48.017466667180855,69.81486802283483,13.197302392205387,13.519000000000045,42.05,1.26,3.0
21,0,21,47.3802659223889,69.81486802283483,13.877541573788264,13.037000000000042,42.7,1.22,3.0
22,0,22,47.94922983261883,69.81486802283483,14.230341674642082,13.807000000000047,42.15,1.3,3.0
